"Sport","Game_Type","Entry_Key","Entry","Contest_Key","Contest_Date_EST","Place","Points","Winnings_Non_Ticket","Winnings_Ticket","Contest_Entries","Entry_Fee","Prize_Pool","Places_Paid"
"NFL","Classic",2424971384,"NFL $3M Fantasy Football Millionaire [$1M to 1st] (15/20)",98609746,"2020-12-20 13:00:00",260783,128.42,"$0.00","$0.00",352941,"$10.00","$3,000,000.00",76300
"NFL","Classic",2424971387,"NFL $3M Fantasy Football Millionaire [$1M to 1st] (18/20)",98609746,"2020-12-20 13:00:00",277724,125.28,"$0.00","$0.00",352941,"$10.00","$3,000,000.00",76300
"NFL","Classic",2424971388,"NFL $3M Fantasy Football Millionaire [$1M to 1st] (19/20)",98609746,"2020-12-20 13:00:00",303810,119.48,"$0.00","$0.00",352941,"$10.00","$3,000,000.00",76300
"NFL","Classic",2424971386,"NFL $3M Fantasy Football Millionaire [$1M to 1st] (17/20)",98609746,"2020-12-20 13:00:00",316877,115.78,"$0.00","$0.00",352941,"$10.00","$3,000,000.00",76300
"NFL","Classic",2424971380,"NFL $3M Fantasy Football Millionaire [$1M to 1st] (11/20)",98609746,"2020-12-20 13:00:00",323468,113.46,"$0.00","$0.00",352941,"$10.00","$3,000,000.00",76300
"NFL","Classic",2426317726,"NFL $50K Pylon [Single Entry]",98646189,"2020-12-20 13:00:00",7446,149.38,"$0.00","$0.00",19817,"$3.00","$50,000.00",4940
"NFL","Showdown Captain Mode",2415274669,"NFL Showdown $6K Daily Dollar [Single Entry] (BAL vs CLE)",98641831,"2020-12-14 20:15:00",6720,94.57,"$0.00","$0.00",7134,"$1.00","$6,000.00",1815
"NFL","Classic",2409892135,"NFL $200K First Down [20 Entry Max] (9/20)",98106005,"2020-12-13 13:00:00",3648,179.9,"$4.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409892137,"NFL $200K First Down [20 Entry Max] (11/20)",98106005,"2020-12-13 13:00:00",9204,171.42,"$3.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409892134,"NFL $200K First Down [20 Entry Max] (8/20)",98106005,"2020-12-13 13:00:00",11585,169.02,"$3.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409875609,"NFL $200K First Down [20 Entry Max] (7/20)",98106005,"2020-12-13 13:00:00",16912,165,"$2.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409892165,"NFL $200K First Down [20 Entry Max] (14/20)",98106005,"2020-12-13 13:00:00",31092,157.26,"$2.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409892163,"NFL $200K First Down [20 Entry Max] (12/20)",98106005,"2020-12-13 13:00:00",37219,154.7,"$1.50","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409892199,"NFL $200K First Down [20 Entry Max] (18/20)",98106005,"2020-12-13 13:00:00",57149,147.98,"$1.50","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409892200,"NFL $200K First Down [20 Entry Max] (19/20)",98106005,"2020-12-13 13:00:00",57519,147.88,"$1.50","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2408062940,"NFL $200K First Down [20 Entry Max] (3/20)",98106005,"2020-12-13 13:00:00",59378,147.3,"$1.50","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409875606,"NFL $200K First Down [20 Entry Max] (4/20)",98106005,"2020-12-13 13:00:00",73362,143.34,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409892211,"NFL $200K First Down [20 Entry Max] (20/20)",98106005,"2020-12-13 13:00:00",94221,137.88,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409892198,"NFL $200K First Down [20 Entry Max] (17/20)",98106005,"2020-12-13 13:00:00",97976,136.98,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2407963784,"NFL $200K First Down [20 Entry Max] (1/20)",98106005,"2020-12-13 13:00:00",114686,133,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409892164,"NFL $200K First Down [20 Entry Max] (13/20)",98106005,"2020-12-13 13:00:00",135186,128.06,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409892136,"NFL $200K First Down [20 Entry Max] (10/20)",98106005,"2020-12-13 13:00:00",135980,127.84,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409875608,"NFL $200K First Down [20 Entry Max] (6/20)",98106005,"2020-12-13 13:00:00",161056,121.5,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409875607,"NFL $200K First Down [20 Entry Max] (5/20)",98106005,"2020-12-13 13:00:00",165818,120.22,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409892166,"NFL $200K First Down [20 Entry Max] (15/20)",98106005,"2020-12-13 13:00:00",173803,117.96,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2409892197,"NFL $200K First Down [20 Entry Max] (16/20)",98106005,"2020-12-13 13:00:00",195460,110.98,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2408031571,"NFL $200K First Down [20 Entry Max] (2/20)",98106005,"2020-12-13 13:00:00",206426,106.6,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2410963079,"NFL $150K Nickel [3 Entry Max] (1/3)",98169720,"2020-12-13 13:00:00",24432,121.6,"$0.00","$0.00",35671,"$5.00","$150,000.00",7490
"NFL","Classic",2411010472,"NFL $150K Nickel [3 Entry Max] (3/3)",98169720,"2020-12-13 13:00:00",29416,111.72,"$0.00","$0.00",35671,"$5.00","$150,000.00",7490
"NFL","Classic",2410984236,"NFL $150K Nickel [3 Entry Max] (2/3)",98169720,"2020-12-13 13:00:00",34446,91.94,"$0.00","$0.00",35671,"$5.00","$150,000.00",7490
"NFL","Classic",2411445262,"NFL $20K Nickel [3 Entry Max] (3/3)",98518207,"2020-12-13 13:00:00",1200,148.28,"$0.00","$0.00",4756,"$5.00","$20,000.00",997
"NFL","Classic",2411253807,"NFL $20K Nickel [3 Entry Max] (2/3)",98518207,"2020-12-13 13:00:00",2506,131.92,"$0.00","$0.00",4756,"$5.00","$20,000.00",997
"NFL","Classic",2411193987,"NFL $20K Nickel [3 Entry Max] (1/3)",98518207,"2020-12-13 13:00:00",4567,95.3,"$0.00","$0.00",4756,"$5.00","$20,000.00",997
"NFL","Classic",2394968714,"NFL $200K First Down [20 Entry Max] (18/20)",97628733,"2020-12-06 13:00:00",46117,160.26,"$1.50","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2393939297,"NFL $200K First Down [20 Entry Max] (1/20)",97628733,"2020-12-06 13:00:00",55123,156.64,"$1.50","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2394924565,"NFL $200K First Down [20 Entry Max] (13/20)",97628733,"2020-12-06 13:00:00",56539,156.16,"$1.50","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2394923240,"NFL $200K First Down [20 Entry Max] (12/20)",97628733,"2020-12-06 13:00:00",82251,147.56,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2395021914,"NFL $200K First Down [20 Entry Max] (19/20)",97628733,"2020-12-06 13:00:00",83083,147.34,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2395740102,"NFL $200K First Down [20 Entry Max] (20/20)",97628733,"2020-12-06 13:00:00",85090,146.76,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2394940543,"NFL $200K First Down [20 Entry Max] (17/20)",97628733,"2020-12-06 13:00:00",113500,138.56,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2394044349,"NFL $200K First Down [20 Entry Max] (7/20)",97628733,"2020-12-06 13:00:00",113673,138.54,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2394930544,"NFL $200K First Down [20 Entry Max] (14/20)",97628733,"2020-12-06 13:00:00",116897,137.7,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2394937371,"NFL $200K First Down [20 Entry Max] (15/20)",97628733,"2020-12-06 13:00:00",118875,137.16,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2393968508,"NFL $200K First Down [20 Entry Max] (3/20)",97628733,"2020-12-06 13:00:00",122555,136.14,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2394046091,"NFL $200K First Down [20 Entry Max] (8/20)",97628733,"2020-12-06 13:00:00",122555,136.14,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2393997087,"NFL $200K First Down [20 Entry Max] (5/20)",97628733,"2020-12-06 13:00:00",124375,135.64,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2394052471,"NFL $200K First Down [20 Entry Max] (9/20)",97628733,"2020-12-06 13:00:00",136339,132.34,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2394008450,"NFL $200K First Down [20 Entry Max] (6/20)",97628733,"2020-12-06 13:00:00",158182,126.04,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2393954052,"NFL $200K First Down [20 Entry Max] (2/20)",97628733,"2020-12-06 13:00:00",167068,123.34,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2393978640,"NFL $200K First Down [20 Entry Max] (4/20)",97628733,"2020-12-06 13:00:00",176445,120.24,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2394939315,"NFL $200K First Down [20 Entry Max] (16/20)",97628733,"2020-12-06 13:00:00",180373,118.88,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2394070472,"NFL $200K First Down [20 Entry Max] (10/20)",97628733,"2020-12-06 13:00:00",182983,117.94,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2394901531,"NFL $200K First Down [20 Entry Max] (11/20)",97628733,"2020-12-06 13:00:00",233772,81.14,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2395939133,"NFL $35K First Down [20 Entry Max] (5/20)",98016465,"2020-12-06 13:00:00",7446,161.38,"$1.50","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2395934933,"NFL $35K First Down [20 Entry Max] (4/20)",98016465,"2020-12-06 13:00:00",7602,161.04,"$1.50","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2395895748,"NFL $35K First Down [20 Entry Max] (2/20)",98016465,"2020-12-06 13:00:00",7650,160.98,"$1.50","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2396028360,"NFL $35K First Down [20 Entry Max] (16/20)",98016465,"2020-12-06 13:00:00",9477,156.64,"$1.50","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2396028363,"NFL $35K First Down [20 Entry Max] (19/20)",98016465,"2020-12-06 13:00:00",9722,156.16,"$1.50","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2396028364,"NFL $35K First Down [20 Entry Max] (20/20)",98016465,"2020-12-06 13:00:00",14300,147.56,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2395940805,"NFL $35K First Down [20 Entry Max] (6/20)",98016465,"2020-12-06 13:00:00",14445,147.34,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2395974322,"NFL $35K First Down [20 Entry Max] (9/20)",98016465,"2020-12-06 13:00:00",18955,139.86,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2395992329,"NFL $35K First Down [20 Entry Max] (10/20)",98016465,"2020-12-06 13:00:00",18955,139.86,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2396028359,"NFL $35K First Down [20 Entry Max] (15/20)",98016465,"2020-12-06 13:00:00",19842,138.54,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2396028361,"NFL $35K First Down [20 Entry Max] (17/20)",98016465,"2020-12-06 13:00:00",20384,137.7,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2396028362,"NFL $35K First Down [20 Entry Max] (18/20)",98016465,"2020-12-06 13:00:00",20730,137.16,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2396028356,"NFL $35K First Down [20 Entry Max] (12/20)",98016465,"2020-12-06 13:00:00",21398,136.14,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2396028358,"NFL $35K First Down [20 Entry Max] (14/20)",98016465,"2020-12-06 13:00:00",21398,136.14,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2396028357,"NFL $35K First Down [20 Entry Max] (13/20)",98016465,"2020-12-06 13:00:00",27665,126.04,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2395953604,"NFL $35K First Down [20 Entry Max] (7/20)",98016465,"2020-12-06 13:00:00",27770,125.86,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2396028355,"NFL $35K First Down [20 Entry Max] (11/20)",98016465,"2020-12-06 13:00:00",32082,117.94,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2395959575,"NFL $35K First Down [20 Entry Max] (8/20)",98016465,"2020-12-06 13:00:00",32504,117.04,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2395915022,"NFL $35K First Down [20 Entry Max] (3/20)",98016465,"2020-12-06 13:00:00",34477,112.78,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Classic",2395893261,"NFL $35K First Down [20 Entry Max] (1/20)",98016465,"2020-12-06 13:00:00",37829,102.38,"$0.00","$0.00",41617,"$1.00","$35,000.00",11230
"NFL","Showdown Captain Mode",2386519729,"NFL Showdown $15K Daily Dollar [Single Entry] (SEA vs PHI)",97591733,"2020-11-30 20:15:00",10052,71.7,"$0.00","$0.00",17835,"$1.00","$15,000.00",4636
"NFL","Classic",2382140582,"NFL $200K First Down [20 Entry Max] (2/20)",97091227,"2020-11-29 13:00:00",8037,188.58,"$3.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140585,"NFL $200K First Down [20 Entry Max] (5/20)",97091227,"2020-11-29 13:00:00",21155,172.58,"$2.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140581,"NFL $200K First Down [20 Entry Max] (1/20)",97091227,"2020-11-29 13:00:00",22747,170.98,"$2.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140592,"NFL $200K First Down [20 Entry Max] (12/20)",97091227,"2020-11-29 13:00:00",27095,167.14,"$2.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140589,"NFL $200K First Down [20 Entry Max] (9/20)",97091227,"2020-11-29 13:00:00",62474,144.18,"$1.50","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140583,"NFL $200K First Down [20 Entry Max] (3/20)",97091227,"2020-11-29 13:00:00",69511,140.98,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140584,"NFL $200K First Down [20 Entry Max] (4/20)",97091227,"2020-11-29 13:00:00",69511,140.98,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140586,"NFL $200K First Down [20 Entry Max] (6/20)",97091227,"2020-11-29 13:00:00",77304,137.88,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382201088,"NFL $200K First Down [20 Entry Max] (20/20)",97091227,"2020-11-29 13:00:00",96910,130.8,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382197306,"NFL $200K First Down [20 Entry Max] (19/20)",97091227,"2020-11-29 13:00:00",101906,129.18,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140588,"NFL $200K First Down [20 Entry Max] (8/20)",97091227,"2020-11-29 13:00:00",124263,122.28,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140594,"NFL $200K First Down [20 Entry Max] (14/20)",97091227,"2020-11-29 13:00:00",126868,121.54,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382167812,"NFL $200K First Down [20 Entry Max] (18/20)",97091227,"2020-11-29 13:00:00",135666,119.04,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382152921,"NFL $200K First Down [20 Entry Max] (16/20)",97091227,"2020-11-29 13:00:00",142699,116.94,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382157560,"NFL $200K First Down [20 Entry Max] (17/20)",97091227,"2020-11-29 13:00:00",172828,107.74,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140591,"NFL $200K First Down [20 Entry Max] (11/20)",97091227,"2020-11-29 13:00:00",175435,106.94,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140595,"NFL $200K First Down [20 Entry Max] (15/20)",97091227,"2020-11-29 13:00:00",185179,103.64,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140593,"NFL $200K First Down [20 Entry Max] (13/20)",97091227,"2020-11-29 13:00:00",221785,86.34,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140590,"NFL $200K First Down [20 Entry Max] (10/20)",97091227,"2020-11-29 13:00:00",224581,84.14,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382140587,"NFL $200K First Down [20 Entry Max] (7/20)",97091227,"2020-11-29 13:00:00",226677,82.38,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2382051439,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (11/15)",97091228,"2020-11-29 13:00:00",12108,188.58,"$20.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2381988110,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (7/15)",97091228,"2020-11-29 13:00:00",31224,172.58,"$15.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2382006754,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (8/15)",97091228,"2020-11-29 13:00:00",33651,170.98,"$15.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2381925616,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (2/15)",97091228,"2020-11-29 13:00:00",39779,167.14,"$15.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2382078326,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (13/15)",97091228,"2020-11-29 13:00:00",85411,144.18,"$0.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2381962202,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (6/15)",97091228,"2020-11-29 13:00:00",94014,140.98,"$0.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2382050039,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (10/15)",97091228,"2020-11-29 13:00:00",94014,140.98,"$0.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2382132830,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (14/15)",97091228,"2020-11-29 13:00:00",103534,137.88,"$0.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2382137890,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (15/15)",97091228,"2020-11-29 13:00:00",161185,122.28,"$0.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2381914395,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (1/15)",97091228,"2020-11-29 13:00:00",164250,121.54,"$0.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2381935985,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (3/15)",97091228,"2020-11-29 13:00:00",223061,106.94,"$0.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2381941185,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (4/15)",97091228,"2020-11-29 13:00:00",234739,103.64,"$0.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2382031854,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (9/15)",97091228,"2020-11-29 13:00:00",277342,86.34,"$0.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2381944036,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (5/15)",97091228,"2020-11-29 13:00:00",280385,84.14,"$0.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2382055251,"NFL $2.5M Fantasy Football Millionaire [$1M to 1st] (12/15)",97091228,"2020-11-29 13:00:00",282638,82.38,"$0.00","$0.00",294117,"$10.00","$2,500,000.00",62500
"NFL","Classic",2383035634,"NFL $200K Play-Action [20 Entry Max]",97527218,"2020-11-29 13:00:00",59420,107.44,"$0.00","$0.00",79270,"$3.00","$200,000.00",19175
"NFL","Classic",2376337009,"NFL $125K Buckle Hat Buck [20 Entry Max] (Thu) (12/12)",97088826,"2020-11-26 12:30:00",5271,194.9,"$3.00","$0.00",148632,"$1.00","$125,000.00",40125
"NFL","Classic",2374372702,"NFL $125K Buckle Hat Buck [20 Entry Max] (Thu) (1/12)",97088826,"2020-11-26 12:30:00",16055,183.6,"$2.00","$0.00",148632,"$1.00","$125,000.00",40125
"NFL","Classic",2374400546,"NFL $125K Buckle Hat Buck [20 Entry Max] (Thu) (4/12)",97088826,"2020-11-26 12:30:00",27294,176.42,"$1.50","$0.00",148632,"$1.00","$125,000.00",40125
"NFL","Classic",2375176965,"NFL $125K Buckle Hat Buck [20 Entry Max] (Thu) (10/12)",97088826,"2020-11-26 12:30:00",28716,175.54,"$1.50","$0.00",148632,"$1.00","$125,000.00",40125
"NFL","Classic",2375157968,"NFL $125K Buckle Hat Buck [20 Entry Max] (Thu) (9/12)",97088826,"2020-11-26 12:30:00",35250,172.62,"$1.50","$0.00",148632,"$1.00","$125,000.00",40125
"NFL","Classic",2374393409,"NFL $125K Buckle Hat Buck [20 Entry Max] (Thu) (2/12)",97088826,"2020-11-26 12:30:00",35564,172.42,"$1.50","$0.00",148632,"$1.00","$125,000.00",40125
"NFL","Classic",2374413320,"NFL $125K Buckle Hat Buck [20 Entry Max] (Thu) (7/12)",97088826,"2020-11-26 12:30:00",39649,170.42,"$1.50","$0.00",148632,"$1.00","$125,000.00",40125
"NFL","Classic",2374425470,"NFL $125K Buckle Hat Buck [20 Entry Max] (Thu) (8/12)",97088826,"2020-11-26 12:30:00",62475,159.82,"$0.00","$0.00",148632,"$1.00","$125,000.00",40125
"NFL","Classic",2376315276,"NFL $125K Buckle Hat Buck [20 Entry Max] (Thu) (11/12)",97088826,"2020-11-26 12:30:00",64343,159.1,"$0.00","$0.00",148632,"$1.00","$125,000.00",40125
"NFL","Classic",2374401247,"NFL $125K Buckle Hat Buck [20 Entry Max] (Thu) (5/12)",97088826,"2020-11-26 12:30:00",73991,154.72,"$0.00","$0.00",148632,"$1.00","$125,000.00",40125
"NFL","Classic",2374407926,"NFL $125K Buckle Hat Buck [20 Entry Max] (Thu) (6/12)",97088826,"2020-11-26 12:30:00",94047,145.8,"$0.00","$0.00",148632,"$1.00","$125,000.00",40125
"NFL","Classic",2374394302,"NFL $125K Buckle Hat Buck [20 Entry Max] (Thu) (3/12)",97088826,"2020-11-26 12:30:00",121566,130.06,"$0.00","$0.00",148632,"$1.00","$125,000.00",40125
"NFL","Classic",2377227579,"NFL $25K Buckle Hat Buck [20 Entry Max] (Thu)",97357058,"2020-11-26 12:30:00",26109,126.32,"$0.00","$0.00",29726,"$1.00","$25,000.00",8025
"NFL","Showdown Captain Mode",2376671225,"NFL Showdown $3K Daily Dollar [Single Entry] (WAS vs DAL)",97358991,"2020-11-26 16:30:00",2553,66.75,"$0.00","$0.00",3567,"$1.00","$3,000.00",911
"NFL","Showdown Captain Mode",2376669591,"NFL Showdown $2K Daily Dollar [Single Entry] (HOU vs DET)",97347767,"2020-11-26 12:30:00",1453,104.77,"$0.00","$0.00",2378,"$1.00","$2,000.00",616
"NFL","Classic",2360089551,"NFL $8K First Down [20 Entry Max] (Thu-Mon) (4/4)",96672225,"2020-11-19 20:20:00",7993,101.06,"$0.00","$0.00",9512,"$1.00","$8,000.00",2247
"NFL","Classic",2360088296,"NFL $8K First Down [20 Entry Max] (Thu-Mon) (3/4)",96672225,"2020-11-19 20:20:00",8271,98.36,"$0.00","$0.00",9512,"$1.00","$8,000.00",2247
"NFL","Classic",2360080558,"NFL $8K First Down [20 Entry Max] (Thu-Mon) (2/4)",96672225,"2020-11-19 20:20:00",9189,85.28,"$0.00","$0.00",9512,"$1.00","$8,000.00",2247
"NFL","Classic",2360079251,"NFL $8K First Down [20 Entry Max] (Thu-Mon) (1/4)",96672225,"2020-11-19 20:20:00",9424,74.56,"$0.00","$0.00",9512,"$1.00","$8,000.00",2247
"NFL","Classic",2359987392,"NFL $25K Pylon [Single Entry] (Thu-Mon)",96672238,"2020-11-19 20:20:00",8398,98.36,"$0.00","$0.00",9908,"$3.00","$25,000.00",2576
"NFL","Showdown Captain Mode",2371724162,"NFL Showdown $10K Daily Dollar [Single Entry] (LAR vs TB)",97053429,"2020-11-23 20:15:00",8073,81.99,"$0.00","$0.00",11890,"$1.00","$10,000.00",3080
"NFL","Classic",2365242206,"NFL $200K First Down [20 Entry Max] (7/20)",96625279,"2020-11-22 13:00:00",50,203.44,"$200.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2365212530,"NFL $200K First Down [20 Entry Max] (6/20)",96625279,"2020-11-22 13:00:00",24251,160.14,"$2.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2365252944,"NFL $200K First Down [20 Entry Max] (8/20)",96625279,"2020-11-22 13:00:00",60439,146.64,"$1.50","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2365296036,"NFL $200K First Down [20 Entry Max] (14/20)",96625279,"2020-11-22 13:00:00",67389,144.66,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2365049262,"NFL $200K First Down [20 Entry Max] (5/20)",96625279,"2020-11-22 13:00:00",90889,138.42,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2365330365,"NFL $200K First Down [20 Entry Max] (18/20)",96625279,"2020-11-22 13:00:00",111911,133.12,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2364999466,"NFL $200K First Down [20 Entry Max] (2/20)",96625279,"2020-11-22 13:00:00",113598,132.72,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2365255652,"NFL $200K First Down [20 Entry Max] (9/20)",96625279,"2020-11-22 13:00:00",127432,129.34,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2364972234,"NFL $200K First Down [20 Entry Max] (1/20)",96625279,"2020-11-22 13:00:00",151140,123.32,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2365276717,"NFL $200K First Down [20 Entry Max] (11/20)",96625279,"2020-11-22 13:00:00",161579,120.54,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
"NFL","Classic",2365290547,"NFL $200K First Down [20 Entry Max] (12/20)",96625279,"2020-11-22 13:00:00",162638,120.3,"$0.00","$0.00",237812,"$1.00","$200,000.00",64208
