Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S2285023945,nba,2020/12/26,$10K Sat NBA Piggy Bank Shot,$60k,330.60,,113921,239520,Tournament,0.05,0,https://www.fanduel.com/entry/APXXIUIRM,
S2285023916,nba,2020/12/26,$10K Sat NBA Piggy Bank Shot,$60k,358.70,,28306,239520,Tournament,0.05,0.10,https://www.fanduel.com/entry/AOIEWTYXY,
S2285023911,nba,2020/12/26,$10K Sat NBA Piggy Bank Shot,$60k,338.20,,87732,239520,Tournament,0.05,0,https://www.fanduel.com/entry/AOWCJLKVU,
S2285023901,nba,2020/12/26,$10K Sat NBA Piggy Bank Shot,$60k,373.80,,9802,239520,Tournament,0.05,0.15,https://www.fanduel.com/entry/CBXAYLWUO,
S2285023895,nba,2020/12/26,$10K Sat NBA Piggy Bank Shot,$60k,337,,91749,239520,Tournament,0.05,0,https://www.fanduel.com/entry/CDMTKMGOC,
S2282615399,nba,2020/12/25,$2K Fri NBA Block (Single Entry),$60k,229,,1056,1190,Tournament,2,0,https://www.fanduel.com/entry/BJEKOUHYW,
S2282222091,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,268.90,,108150,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/EMLSRDLGY,
S2282222088,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,235.10,,220041,262837,Tournament,0.05,0,https://www.fanduel.com/entry/EMZQDUXEU,
S2282222084,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,256.90,,155907,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ENNNQMJCQ,
S2282222078,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,259.30,,145504,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ATRFQPZKI,
S2282222077,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,234.40,,221349,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AUFDDHLIE,
S2282222073,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,245.70,,193936,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AUTAPYXGA,
S2282222072,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,275.10,,87565,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/AVGYCQJDW,
S2282222070,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,224.70,,242619,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ARNPRYDSY,
S2282222069,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,220.50,,247654,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ASBNEPPQU,
S2282222065,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,275.80,,85670,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/ASPKRHBOQ,
S2282222055,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,222.80,,244716,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CTNVSWREM,
S2282222052,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,212.70,,254025,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CUBTFODCI,
S2282222050,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,248.90,,183495,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CUPQSFPAE,
S2282222048,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,234.70,,220697,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CQWIHNJPG,
S2282222044,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,240.30,,208128,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CRKFUEVNC,
S2282222042,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,276.30,,84113,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/CSMATNTIU,
S2282222036,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,266,,119722,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CXVBQGING,
S2282222033,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,289,,48309,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/CYIZCXULC,
S2282222031,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,277.80,,79082,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/CYWWPPGIY,
S2282222028,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,235.50,,219102,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CVDOEXAYA,
S2282222027,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,277,,81527,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/CVRLROMVW,
S2282222026,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,273.70,,91790,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/CWFJEFYTS,
S2282222023,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,230,,234775,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CWTGQXKRO,
S2282222021,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,261.50,,137187,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DBOKAYNYE,
S2282222020,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,253,,168760,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DCCHNPZWA,
S2282222018,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,225.40,,241954,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DDECMYXRS,
S2282222014,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,221.20,,246907,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CZYROYEEQ,
S2282222011,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,224.30,,243209,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DAMPBPQCM,
S2282222008,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,264.90,,123237,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DBAMOHCAI,
S2282222006,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,223.60,,243897,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DFVPYIFGY,
S2282221996,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,275.60,,86163,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/AXYLIZDPO,
S2282221992,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,305.60,,16174,262837,Tournament,0.05,0.12,https://www.fanduel.com/entry/AYMIVQPNK,
S2282221988,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,233.50,,222869,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AZAGIIBLG,
S2282221984,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,279.80,,73873,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/AZODUZNJC,
S2282221980,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,260.90,,140118,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AWISWYTWA,
S2282221976,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,283.90,,60743,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/AWWQJQFTW,
S2282221975,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,277.60,,79873,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/AXKNWHRRS,
S2282221968,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,263.30,,131812,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BDHMFRSUA,
S2282221964,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,266.30,,118767,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BDVJSJERW,
S2282221962,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,258.80,,147157,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BACBHQZGY,
S2282221957,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,297.70,,27015,262837,Tournament,0.05,0.12,https://www.fanduel.com/entry/BAPYUILEU,
S2282221950,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,251.70,,172155,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BBRTTRJAM,
S2282221944,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,248,,186823,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BHAUQJYEY,
S2282221941,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,262.90,,132967,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BHOSDBKCU,
S2282221938,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,268.60,,109028,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/BICPPSWAQ,
S2282221937,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,251.80,,171695,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BEJHFAQPS,
S2282221932,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,219.20,,248783,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ACOHWCUXS,
S2282221930,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,239.20,,210722,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ADCFIUGVO,
S2282221926,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,242.20,,203760,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ADQCVLSTK,
S2282221922,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,214.60,,252950,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AEEAIDERG,
S2282221911,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,248.90,,183495,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BICPUTJEE,
S2282221909,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,277.80,,79082,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/BEJHKBDTG,
S2282221906,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,282.90,,63835,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/BEXEWSPRC,
S2282221904,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,258.70,,149185,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BFLCJKBOY,
S2282221901,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,290.80,,44165,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/BFYZWBNMU,
S2282221897,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,223.20,,244376,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ADCFNUTZC,
S2282221893,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,235.80,,218310,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AEEANDRUU,
S2282221891,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,223.30,,244208,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AAKSCLMJW,
S2282221889,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,248.60,,184538,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AAYPPCYHS,
S2282221887,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,259.90,,143298,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ABMNBUKFO,
S2282221883,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,260,,142789,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ACAKOLWDK,
S2282221881,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,268.40,,109780,262837,Tournament,0.05,0.08,https://www.fanduel.com/entry/AGVNYMZKA,
S2282221876,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,254.20,,164341,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AHXIXVXFS,
S2282221871,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,234.30,,221505,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AERXZVDSQ,
S2282221868,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,268.10,,110682,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AFFVMMPQM,
S2282221864,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,252.50,,170095,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AFTSZEBOI,
S2282221862,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,236.90,,216224,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AGHQLVNME,
S2282221861,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,256.90,,155907,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ALCTVWQSU,
S2282221858,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,233.80,,222458,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ALQRIOCQQ,
S2282221857,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,237.80,,213397,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AMEOVFOOM,
S2282221845,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,252.90,,169065,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BYRPXOOPK,
S2282221840,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,237.10,,215912,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BVMEZNVCI,
S2282221836,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,252.70,,169690,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BWNZYWSYA,
S2282221833,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,211.60,,254639,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DKCWAOQUQ,
S2282221829,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,283.50,,61731,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/DLEQZXOQI,
S2282221826,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,265.90,,119965,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DHZGBWVDG,
S2282221822,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,253.20,,168266,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DJBBBFSYY,
S2282221807,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,253.90,,165664,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DOXZKPUBG,
S2282221804,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,250.60,,176095,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DPZUJYRWY,
S2282221800,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,238.40,,212360,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DMGLZGMMA,
S2282221795,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,263.70,,127429,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DSRHVHZME,
S2282221790,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,241.80,,204827,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DTFFHZLKA,
S2282221788,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,252.50,,170095,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DTTCUQXHW,
S2282221784,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,282.50,,65128,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/DUHAHIJFS,
S2282221782,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,281.50,,68410,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/DQNRWQDUU,
S2282221777,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,216.20,,251127,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DRPMVZBQM,
S2282221773,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,254.40,,162968,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DWYNSRQUY,
S2282221767,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,279.30,,75217,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/DYAISAOQQ,
S2282221764,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,274.60,,89364,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/DVIVGRHBK,
S2282221761,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,239.80,,209112,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DVWSTISZG,
S2282221748,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,238.80,,211653,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ANGJUOMKE,
S2282221745,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,245.50,,194779,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ANUHHFYIA,
S2282221740,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,238.30,,212510,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AOIETXKFW,
S2282221736,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,214.60,,252950,262837,Tournament,0.05,0,https://www.fanduel.com/entry/AOWCGOWDS,
S2282221732,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,261.10,,138574,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CCYVUYFYE,
S2282221728,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,242.50,,202942,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CDMTHPRWA,
S2282221726,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,227.80,,238428,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BZTKWXMLC,
S2282221723,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,281.60,,68029,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/CAHIJOYIY,
S2282221722,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,235.60,,218915,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CAVFWGKGU,
S2282221718,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,239.60,,209756,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CBJDIXWEQ,
S2282221716,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,267.70,,111993,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CGEGSYZLG,
S2282221711,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,218.10,,249586,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CHGBSHXGY,
S2282221708,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,265.40,,121820,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CHTZEZJEU,
S2282221706,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,213.30,,253682,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CEAQUHDTW,
S2282221703,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,225.50,,241842,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CEOOGYPRS,
S2282221700,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,236.80,,216351,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CFCLTQBPO,
S2282221699,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,267.10,,114248,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CFQJGHNNK,
S2282221698,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,213.90,,253344,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CKLMQIQUA,
S2282221694,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,197.90,,260853,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CKZKDACRW,
S2282221686,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,223.20,,244376,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CMBFCJANO,
S2282221660,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,264.90,,123237,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ERGWGFBRC,
S2282221650,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,226.80,,240041,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CCKYIDBBS,
S2282221646,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,252.10,,171046,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CCYVUUMZO,
S2282221641,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,231.40,,232292,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CDMTHLYXK,
S2282221637,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,211.20,,254988,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BZTKWTTMM,
S2282221634,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,256.40,,157214,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CAHIJLFKI,
S2282221631,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,206.90,,257467,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CAVFWCRIE,
S2282221626,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,214.70,,252865,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CGEGSVGMQ,
S2282221623,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,242.10,,204004,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CGSEFMSKM,
S2282221620,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,242.50,,202942,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CHGBSEEII,
S2282221618,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,227.20,,239366,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CHTZEVQGE,
S2282221616,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,208.20,,256988,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CEAQUDKVG,
S2282221613,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,238.90,,211430,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CEOOGUWTC,
S2282221611,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,230.10,,234642,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CFQJGDUOU,
S2282221610,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,258.10,,151935,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CKLMQEXVK,
S2282221608,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,182.80,,262059,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CKZKCWJTG,
S2282221605,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,226.30,,240647,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CLNHPNVRC,
S2282221603,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,223.30,,244208,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CMBFCFHOY,
S2282221599,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,240.60,,207461,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CIHWRNCEA,
S2282221562,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,225.20,,242118,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CPGQAGBCA,
S2282221541,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,211.80,,254513,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CSMAYGUPC,
S2282221537,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,281.20,,69351,262837,Tournament,0.05,0.10,https://www.fanduel.com/entry/CXHEIHXVS,
S2282221522,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,257.10,,155149,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CYWWUIHPG,
S2282221506,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,238,,213048,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BLVYFHVQM,
S2282221502,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,258.50,,150066,262837,Tournament,0.05,0,https://www.fanduel.com/entry/CWTGVQLXW,
S2282221493,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,242.30,,203528,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DCCHSJBCI,
S2282221490,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,226.30,,240647,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DDECRRYYA,
S2282221474,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,244,,199118,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DAMPGIRIU,
S2282221470,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,200.10,,260363,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DBAMTADGQ,
