Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S2282221465,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,241.80,,204827,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DFVQDBGNG,
S2282221458,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,240.20,,208283,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DGXLCKEIY,
S2282221453,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,229,,236715,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DHLIPBQGU,
S2282221451,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,230.60,,233796,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DDSAEJKVW,
S2282221446,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,216.10,,251200,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DEFXRAWTS,
S2282221444,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,258.10,,151935,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DETVDSIRO,
S2282221440,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,255.80,,159051,262837,Tournament,0.05,0,https://www.fanduel.com/entry/DFHSQJUPK,
S2282221436,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,217.10,,250325,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ESIRFKGOE,
S2282221433,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,207.50,,257251,262837,Tournament,0.05,0,https://www.fanduel.com/entry/ESWOSBSMA,
S2282221430,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,193,,261449,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BPPGQABBK,
S2282221427,nba,2020/12/25,$15K Fri NBA Piggy Bank Stocking (150 Entries Max),$60k,232.70,,224245,262837,Tournament,0.05,0,https://www.fanduel.com/entry/BQDECRMZG,
S2282216111,nba,2020/12/25,$2K Fri NBA Dribbler (Single Entry),$60k,244,,1754,2380,Tournament,1,0,https://www.fanduel.com/entry/BHAUTZDWI,
S2280042727,nba,2020/12/23,$12K Wed NBA Dribbler (Single Entry),$60k,314.30,,4712,14285,Tournament,1,0,https://www.fanduel.com/entry/CLNGLVZTA,
S2280042225,nba,2020/12/23,$10K Wed NBA Swat (3 Entries Max),$60k,314.30,,4164,11904,Tournament,1,0,https://www.fanduel.com/entry/DBOJCHFDQ,
S2280034611,nba,2020/12/23,$10K Wed NBA Swat (3 Entries Max),$60k,357.90,,599,11904,Tournament,1,3.67,https://www.fanduel.com/entry/CHTYFTCPU,
S2280031769,nba,2020/12/23,$10K Wed NBA Swat (3 Entries Max),$60k,324.10,,3039,11904,Tournament,1,0,https://www.fanduel.com/entry/FGUALWKDU,
S2278401483,nba,2020/12/22,$15K Tue NBA Block (Single Entry),$60k,260.20,,4150,8928,Tournament,2,0,https://www.fanduel.com/entry/BEJGNVEXF,
S2278171638,nba,2020/12/22,$15K Tue NBA Dribbler (Single Entry),$60k,287,,1865,17857,Tournament,1,2.22,https://www.fanduel.com/entry/AUTAMRDJQ,
S2277082004,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,274.70,,76852,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/CMPBVFXSX,
S2277081999,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,296.50,,11173,290037,Tournament,0.05,0.15,https://www.fanduel.com/entry/CNCZHXJQT,
S2277081992,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,253.20,,163047,290037,Tournament,0.05,0,https://www.fanduel.com/entry/CNQWUOVOP,
S2277081989,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,272.80,,84995,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/BKUCMICAX,
S2277081987,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,233.90,,230989,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BLVXLQZWP,
S2277081983,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,231.60,,237411,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BMJUYILUL,
S2277081978,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,262.20,,122536,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BJEKAHSHJ,
S2277081975,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,248.90,,182313,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BKGEZQQDB,
S2277081973,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,294.50,,15943,290037,Tournament,0.05,0.12,https://www.fanduel.com/entry/BPBIJRTJR,
S2277081971,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,199.70,,281866,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BPPFWJFHN,
S2277081948,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,252.10,,168062,290037,Tournament,0.05,0,https://www.fanduel.com/entry/ENNNBKVQL,
S2277081946,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,271,,91380,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/ATREWKFVZ,
S2277081944,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,255.30,,152996,290037,Tournament,0.05,0,https://www.fanduel.com/entry/AUFCJBRTV,
S2277081941,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,241.60,,204965,290037,Tournament,0.05,0,https://www.fanduel.com/entry/AUSZVTDRR,
S2277081930,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,262.30,,122195,290037,Tournament,0.05,0,https://www.fanduel.com/entry/AVGXIKPPN,
S2277081912,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,222.10,,258633,290037,Tournament,0.05,0,https://www.fanduel.com/entry/AYMIGLJCP,
S2277081909,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,272.50,,85796,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/AZAFTCVAL,
S2277081905,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,299.10,,8684,290037,Tournament,0.05,0.15,https://www.fanduel.com/entry/AWISHTNLF,
S2277081901,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,226.90,,249012,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BCFQRDONN,
S2277081898,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,283.90,,48176,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/BCTODVALJ,
S2277081894,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,275.80,,74063,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/BDHLQMMJF,
S2277081892,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,263.90,,115781,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BDVJDDYHB,
S2277081889,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,237,,221491,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BACASLSWD,
S2277081887,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,263.40,,118311,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BAPYFDETZ,
S2277081884,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,219.60,,262244,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BBDVRUQRV,
S2277081881,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,245.80,,191103,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BBRTEMCPR,
S2277081877,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,252.90,,164191,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BGMWONFWH,
S2277081874,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,261.20,,126406,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BHAUBERUD,
S2277081871,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,251.40,,171330,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BICPANPPV,
S2277081868,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,253.30,,162614,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BWABSKSHR,
S2277081849,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,254.60,,156338,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BXBWRTQDJ,
S2277081848,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,259.20,,136834,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DKCVGUCCD,
S2277081845,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,295.90,,11652,290037,Tournament,0.05,0.15,https://www.fanduel.com/entry/DKQSTLNZZ,
S2277081844,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,274.50,,77260,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/DLEQGCZXV,
S2277081840,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,240.20,,209952,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DLSNSULVR,
S2277081838,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,225.50,,251696,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DINCUTSIP,
S2277081837,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,237.60,,219681,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DJBAHLEGL,
S2277081836,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,245.60,,191972,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DJOXUCQEH,
S2277081834,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,264.80,,112008,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DOXYQVFIT,
S2277081831,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,308.80,,2910,290037,Tournament,0.05,0.20,https://www.fanduel.com/entry/DPLWDMRGP,
S2277081824,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,295.50,,14916,290037,Tournament,0.05,0.13,https://www.fanduel.com/entry/DPZTQEDEL,
S2277081821,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,276.40,,70778,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/DMGLFLXTN,
S2277081818,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,251.10,,172951,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DMUISDJRJ,
S2277081813,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,242.60,,202193,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DNIGEUVPF,
S2277081811,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,257.40,,144433,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DNWDRMHNB,
S2277081809,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,260.30,,129354,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DSRHBNKTR,
S2277081805,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,263.70,,116311,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DTFEOEWRN,
S2277081803,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,265.70,,108151,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/DTTCAWIPJ,
S2277081802,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,269.20,,96613,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/DUGZNNUNF,
S2277081800,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,271.50,,89006,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/DQNRCVPCH,
S2277081781,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,258.90,,138097,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BXBWRILHN,
S2277081775,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,255.60,,151845,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DLEQFRVBZ,
S2277081773,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,264.40,,114009,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DLSNSJGZV,
S2277081769,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,240.90,,208130,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DINCUINMT,
S2277081764,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,253.10,,163536,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EGOTSODTV,
S2277081758,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,243.10,,200513,290037,Tournament,0.05,0,https://www.fanduel.com/entry/CZKTNIXTF,
S2277081748,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,295.70,,12771,290037,Tournament,0.05,0.15,https://www.fanduel.com/entry/CZYRAAJRB,
S2277081745,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,224.20,,254220,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DBALZJHMT,
S2277081741,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,298,,9768,290037,Tournament,0.05,0.15,https://www.fanduel.com/entry/DGXKITIPB,
S2277081737,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,254.80,,155734,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DEFWXKAZV,
S2277081735,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,255,,154486,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DETUKBMXR,
S2277081731,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,236.50,,224285,290037,Tournament,0.05,0,https://www.fanduel.com/entry/ESIQLTKUH,
S2277081729,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,288.50,,26718,290037,Tournament,0.05,0.12,https://www.fanduel.com/entry/ESWNYKWSD,
S2277081724,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,266.30,,106341,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/ETKLLCIPZ,
S2277081721,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,254.20,,159044,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EQFANBPCX,
S2277081715,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,271.70,,87872,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/EQSXZTBAT,
S2277081711,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,244.30,,196924,290037,Tournament,0.05,0,https://www.fanduel.com/entry/ERGVMKMYP,
S2277081708,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,264.20,,114781,290037,Tournament,0.05,0,https://www.fanduel.com/entry/ERUSZBYWL,
S2277081704,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,249.50,,180142,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EXDTVUOAX,
S2277081702,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,269.60,,95670,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/EXRRILZYT,
S2277081679,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,255.40,,152552,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DOXYQRMKD,
S2277081673,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,278,,65471,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/DMGLFIEUX,
S2277081671,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,286.80,,42042,290037,Tournament,0.05,0.12,https://www.fanduel.com/entry/DMUIRZQST,
S2277081668,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,292.20,,20602,290037,Tournament,0.05,0.12,https://www.fanduel.com/entry/DNWDRIOOL,
S2277081664,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,221.10,,260252,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DTFEOBDSX,
S2277081659,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,240.70,,208750,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DQNRCRWDR,
S2277081655,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,274.30,,77929,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/DRBOPJIBN,
S2277081649,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,274.30,,77929,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/DRPMCATZJ,
S2277081647,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,285.50,,44713,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/DWYMYTJDV,
S2277081645,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,289.70,,25461,290037,Tournament,0.05,0.12,https://www.fanduel.com/entry/DYAHYCGZN,
S2277081642,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,233.60,,231916,290037,Tournament,0.05,0,https://www.fanduel.com/entry/DYOFKTSXJ,
S2277081638,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,273,,84581,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/DUUXABNML,
S2277081635,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,276.20,,71716,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/DVIUMSZKH,
S2277081629,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,250.30,,176868,290037,Tournament,0.05,0,https://www.fanduel.com/entry/CSZXRDRUL,
S2277081626,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,248.20,,184421,290037,Tournament,0.05,0,https://www.fanduel.com/entry/CTNVDVDSH,
S2277081623,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,247.10,,187534,290037,Tournament,0.05,0,https://www.fanduel.com/entry/CUBSQMPQD,
S2277081617,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,233.30,,232538,290037,Tournament,0.05,0,https://www.fanduel.com/entry/CUPQDEBNZ,
S2277081612,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,246.10,,190376,290037,Tournament,0.05,0,https://www.fanduel.com/entry/CQWHSLWDB,
S2277081608,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,227.10,,248565,290037,Tournament,0.05,0,https://www.fanduel.com/entry/CRKFFDIAX,
S2277081602,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,280.30,,58896,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/CRYCRUTYT,
S2277081582,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,251.60,,170649,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EARVJLOOT,
S2277081580,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,279.30,,62927,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/EFMYTMRVJ,
S2277081576,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,238.80,,214911,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EGAWGEDTF,
S2277081574,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,285.30,,45014,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/EGOTSVPRB,
S2277081571,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,236.90,,223145,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EHCRFNBOX,
S2277081570,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,212.20,,271826,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EDJIUUWDZ,
S2277081569,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,266.60,,105668,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/EDXGHMIBV,
S2277081562,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,235.10,,227885,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EELDUDTZR,
S2277081554,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,235.80,,225940,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EKICDNVBZ,
S2277081551,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,245.10,,194584,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EKVZQFGZV,
S2277081549,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,263.20,,118922,290037,Tournament,0.05,0,https://www.fanduel.com/entry/ELJXCWSXR,
S2277081546,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,311.80,,2273,290037,Tournament,0.05,0.20,https://www.fanduel.com/entry/EHQOSENMT,
S2277081542,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,258.90,,138097,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EIEMEVZKP,
S2277081540,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,248,,185237,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EISJRNLIL,
S2277081536,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,256.30,,149010,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EJGHEEXGH,
S2277081533,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,257.60,,143722,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EOBKOGAMX,
S2277081528,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,230.20,,241152,290037,Tournament,0.05,0,https://www.fanduel.com/entry/EOPIAXMKT,
S2277081525,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,280.10,,60105,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/EPDFNOYIP,
S2277081521,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,278.90,,63609,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/EPRDAGKGL,
S2277081519,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,257.90,,142475,290037,Tournament,0.05,0,https://www.fanduel.com/entry/ELXUPOEVN,
S2277081500,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,217.40,,265317,290037,Tournament,0.05,0,https://www.fanduel.com/entry/ENNNBOOPB,
S2277081499,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,278,,65471,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/ATREXCWPB,
S2277081497,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,215.50,,268412,290037,Tournament,0.05,0,https://www.fanduel.com/entry/AUFCJUIMX,
S2277081493,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,271.10,,90718,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/AUSZWLUKT,
S2277081488,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,248.10,,184646,290037,Tournament,0.05,0,https://www.fanduel.com/entry/ARNOYLAXR,
S2277081484,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,245.20,,193766,290037,Tournament,0.05,0,https://www.fanduel.com/entry/ASBMLCMVN,
S2277081481,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,278.10,,65377,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/ATDHKLKRF,
S2277081479,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,241.10,,206430,290037,Tournament,0.05,0,https://www.fanduel.com/entry/AXYKUMNXV,
S2277081475,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,252.80,,164645,290037,Tournament,0.05,0,https://www.fanduel.com/entry/AYMIHDZVR,
S2277081471,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,298.10,,9610,290037,Tournament,0.05,0.15,https://www.fanduel.com/entry/AZAFTVLTN,
S2277081470,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,236.20,,224911,290037,Tournament,0.05,0,https://www.fanduel.com/entry/AZODGMXRJ,
S2277081462,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,253.40,,162267,290037,Tournament,0.05,0,https://www.fanduel.com/entry/AVUUVUSGL,
S2277081459,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,240.90,,208130,290037,Tournament,0.05,0,https://www.fanduel.com/entry/AWWPVDQCD,
S2277081454,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,244.10,,197672,290037,Tournament,0.05,0,https://www.fanduel.com/entry/AXKNHVBZZ,
S2277081452,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,258.40,,141256,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BCFQRWFGP,
S2277081450,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,252.60,,166015,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BCTOENREL,
S2277081449,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,280.20,,59896,290037,Tournament,0.05,0.10,https://www.fanduel.com/entry/BDHLRFDCH,
S2277081445,nba,2020/12/22,$15K Tue NBA Piggy Bank Shot (150 Entries Max),$60k,258.90,,138097,290037,Tournament,0.05,0,https://www.fanduel.com/entry/BDVJDWPAD,
