Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1196247410,mlb,2017/04/09,$250 MLB Mini Bunt,$35k,129.80,,93,294,Tournament,1,0,https://www.fanduel.com/entry/AMOZWFLMI,
S1196235293,mlb,2017/04/09,$250 MLB Mini Sac Fly,$35k,157.10,,38,294,Tournament,1,2.50,https://www.fanduel.com/entry/CQSVBBDIB,
S1196234007,mlb,2017/04/09,$8K Sun MLB Bunt (Single Entry),$35k,133,,2516,9411,Tournament,1,0,https://www.fanduel.com/entry/CGOQVHNNH,
S1196223558,mlb,2017/04/09,$250 MLB Mini Bunt,$35k,70.90,,262,294,Tournament,1,0,https://www.fanduel.com/entry/EKEPSWITX,
S1195616179,mlb,2017/04/08,$250 MLB Mini Sac Fly,$35k,122,,97,294,Tournament,1,0,https://www.fanduel.com/entry/EJQSLQOVU,
S1195597560,mlb,2017/04/08,$250 MLB Mini Sac Fly,$35k,145.10,,40,294,Tournament,1,2.50,https://www.fanduel.com/entry/ATNTBQQQO,
S1195592476,mlb,2017/04/08,$250 MLB Mini Bunt,$35k,122,,94,294,Tournament,1,0,https://www.fanduel.com/entry/AMOZVXZPM,
S1195587482,mlb,2017/04/08,$10K Sat MLB Bunt (Single Entry),$35k,112.30,,5975,11764,Tournament,1,0,https://www.fanduel.com/entry/CLXRMZPOP,
S1194992247,mlb,2017/04/07,$15K Fri MLB Sac Fly (3 Entries Max),$35k,128,,3330,17647,Tournament,1,2.00,https://www.fanduel.com/entry/DDOMNKZME,
S1194992238,mlb,2017/04/07,$15K Fri MLB Sac Fly (3 Entries Max),$35k,122.70,,4106,17647,Tournament,1,0,https://www.fanduel.com/entry/ELUHSKIEI,
S1194991836,mlb,2017/04/07,$12K Fri MLB Bunt (Single Entry),$35k,81.20,,9085,13631,Tournament,1,0,https://www.fanduel.com/entry/EBCFZKIRG,
S1194826033,mlb,2017/04/07,$5K Fri MLB Bunt (Single Entry_ Early Only),$35k,150.60,,661,5882,Tournament,1,2.50,https://www.fanduel.com/entry/CSIOFSGEC,
S1194458426,mlb,2017/04/06,$250 MLB Mini Bunt,$35k,108.80,,213,294,Tournament,1,0,https://www.fanduel.com/entry/EQBNVJKLK,
S1194233075,mlb,2017/04/06,$10K Thu MLB Sac Fly (3 Entries Max),$35k,99.30,,9187,11764,Tournament,1,0,https://www.fanduel.com/entry/DXWWBETPJ,
S1194231441,mlb,2017/04/06,$10K Thu MLB Sac Fly (3 Entries Max),$35k,139.50,,2355,11764,Tournament,1,2.00,https://www.fanduel.com/entry/EHNCROBMP,
S1194226581,mlb,2017/04/06,$10K Thu MLB Sac Fly (3 Entries Max),$35k,113.10,,6651,11764,Tournament,1,0,https://www.fanduel.com/entry/CGORSNOXV,
S1194222672,mlb,2017/04/06,$5K Thu MLB Bunt (Single Entry),$35k,99.30,,4659,5882,Tournament,1,0,https://www.fanduel.com/entry/CNNKYYWRZ,
S1193719667,pga,2017/04/06,$20K PGA Flop Shot (5 Entries Max),$60k,227.40,,6603,23529,Tournament,1,0,https://www.fanduel.com/entry/CCVIXYCET,
S1193719622,pga,2017/04/06,$20K PGA Flop Shot (5 Entries Max),$60k,177.60,,17287,23529,Tournament,1,0,https://www.fanduel.com/entry/FFAWAUOSH,
S1193719586,pga,2017/04/06,$20K PGA Flop Shot (5 Entries Max),$60k,252.40,,2658,23529,Tournament,1,2.00,https://www.fanduel.com/entry/CEYYWPXWD,
S1193277189,mlb,2017/04/05,$15K Wed MLB Sac Fly (3 Entries Max),$35k,82.90,,13831,17647,Tournament,1,0,https://www.fanduel.com/entry/CMLPIVSCW,
S1193277170,mlb,2017/04/05,$15K Wed MLB Sac Fly (3 Entries Max),$35k,127.20,,3868,17647,Tournament,1,0,https://www.fanduel.com/entry/DGTXWJCZA,
S1193277089,mlb,2017/04/05,$7K Wed MLB Bunt (Single Entry) ,$35k,141.70,,938,8235,Tournament,1,2.50,https://www.fanduel.com/entry/EWMJWSWNA,
S1193276193,mlb,2017/04/05,$15K Wed MLB Sac Fly (3 Entries Max),$35k,86.40,,13017,17647,Tournament,1,0,https://www.fanduel.com/entry/BWKMTKPIO,
S1193142412,nba,2017/04/05,Chef's Cut to the Playoff Finals,$60k,314,,4973,153344,Tournament,0,0,https://www.fanduel.com/entry/BYOMLUNZW,
S1193100705,nba,2017/04/05,Chef's Cut to the Playoff Finals,$60k,274.50,,52890,153344,Tournament,0,0,https://www.fanduel.com/entry/CZHRTASBS,
S1193059784,nba,2017/04/05,Chef's Cut to the Playoff Finals,$60k,299.40,,16689,153344,Tournament,0,0,https://www.fanduel.com/entry/AAHPALAEF,
S1192554240,mlb,2017/04/04,$2K Tue MLB Bunt #3 (Single Entry),$35k,109.90,,513,2352,Tournament,1,0,https://www.fanduel.com/entry/CLKEIBRMJ,
S1192307833,mlb,2017/04/04,$10_000 MLB Countdown Free Play,$35k,76.30,,16443,29757,Tournament,0,0,https://www.fanduel.com/entry/DIJZXQAJP,
S1192246700,mlb,2017/04/04,$15K Tue MLB Sac Fly (3 Entries Max),$35k,76.30,,11940,17647,Tournament,1,0,https://www.fanduel.com/entry/EOMFCBBCK,
S1192246676,mlb,2017/04/04,$15K Tue MLB Sac Fly (3 Entries Max),$35k,91.50,,7831,17647,Tournament,1,0,https://www.fanduel.com/entry/EXOPPDWXT,
S1192201393,mlb,2017/04/04,$10K Tue MLB Bunt (Single Entry),$35k,122.90,,970,11764,Tournament,1,3.00,https://www.fanduel.com/entry/AVRSVIDWS,
S1191779624,mlb,2017/04/03,$150K Mon MLB Sac Fly ($150K Guaranteed),$35k,101.70,,101694,132782,Tournament,1,0,https://www.fanduel.com/entry/DVTPACVEF,
S1191559144,mlb,2017/04/03,$150K Mon MLB Sac Fly ($150K Guaranteed),$35k,152.10,,30947,132782,Tournament,1,2.00,https://www.fanduel.com/entry/EQPVNUEYM,
S1191555836,mlb,2017/04/03,$150K Mon MLB Sac Fly ($150K Guaranteed),$35k,181.60,,8565,132782,Tournament,1,3.00,https://www.fanduel.com/entry/DRMJWNSMU,
S1191238426,pga,2017/04/06,$20K Thu PGA Hole in One (Single Entry),$60k,227.40,,4820,17441,Tournament,1,0,https://www.fanduel.com/entry/FATZVCVDX,
S1191219155,nba,2017/04/02,$250 NBA Mini Dribbler (Single Entry),$60k,266.50,,215,294,Tournament,1,0,https://www.fanduel.com/entry/DMRGRQVIF,
S1191070717,nba,2017/04/02,$20K Sun NBA Swat (3 Entries Max),$60k,301.30,,8555,23529,Tournament,1,0,https://www.fanduel.com/entry/CGBEDZVKL,
S1191070704,nba,2017/04/02,$20K Sun NBA Swat (3 Entries Max),$60k,272.10,,15460,23529,Tournament,1,0,https://www.fanduel.com/entry/CHQWQAFDZ,
S1191070687,nba,2017/04/02,$20K Sun NBA Swat (3 Entries Max),$60k,272.60,,15327,23529,Tournament,1,0,https://www.fanduel.com/entry/CKWHOAYRB,
S1191051682,nba,2017/04/02,$250 NBA Mini Swat,$60k,338.20,,13,294,Tournament,1,4.00,https://www.fanduel.com/entry/EPOAFCXPC,
S1191044455,nba,2017/04/02,$250 NBA Mini Swat,$60k,305.40,,90,294,Tournament,1,0,https://www.fanduel.com/entry/AFQPOGKRS,
S1190875364,nba,2017/04/02,$15K Sun NBA Dribbler (Single Entry),$60k,242.20,,15700,17647,Tournament,1,0,https://www.fanduel.com/entry/ETHJTYDVI,
S1190634518,mlb,2017/04/03,$150K Mon MLB Sac Fly ($150K Guaranteed),$35k,131.60,,56734,132782,Tournament,1,0,https://www.fanduel.com/entry/EQPVRNDOS,
S1190551021,nba,2017/04/01,$15K Sat NBA Dribbler (Single Entry),$60k,298.90,,10894,17647,Tournament,1,0,https://www.fanduel.com/entry/AIWBKJPGD,
S1190526187,nba,2017/04/01,$20K Sat NBA Swat (3 Entries Max),$60k,298.90,,14721,23529,Tournament,1,0,https://www.fanduel.com/entry/CXRYGMNFW,
S1190525442,nba,2017/04/01,$20K Sat NBA Swat (3 Entries Max),$60k,309.20,,10780,23529,Tournament,1,0,https://www.fanduel.com/entry/AKZQMOAHG,
S1190525377,nba,2017/04/01,$20K Sat NBA Swat (3 Entries Max),$60k,283.60,,19569,23529,Tournament,1,0,https://www.fanduel.com/entry/EGZOPRNYQ,
S1190253614,nba,2017/03/31,$250 NBA Mini Dribbler (Single Entry),$60k,317.20,,84,294,Tournament,1,0,https://www.fanduel.com/entry/DUDXDLKTK,
S1189972472,nba,2017/03/31,$25K Fri NBA Swat (3 Entries Max),$60k,299.90,,12789,29411,Tournament,1,0,https://www.fanduel.com/entry/AUPXRYVPK,
S1189916844,nba,2017/03/31,$20K Fri NBA Chef's Cut: Cut to the Playoffs (Single Entry),$60k,299.90,,10470,23529,Tournament,1,0,https://www.fanduel.com/entry/CSWVLYCGB,
S1189912943,nba,2017/03/31,$25K Fri NBA Swat (3 Entries Max),$60k,337.10,,1851,29411,Tournament,1,3.00,https://www.fanduel.com/entry/DAXJRZTTD,
S1189663899,nba,2017/03/30,$250 NBA Mini Swat,$60k,307.80,,81,294,Tournament,1,0,https://www.fanduel.com/entry/AMBLRIQCN,
S1189319207,nba,2017/03/30,$22K Thu NBA Chef's Cut: Cut to the Playoffs (Single Entry),$60k,284,,15533,25882,Tournament,1,0,https://www.fanduel.com/entry/EIBKEQXAC,
S1189319188,nba,2017/03/30,$20K Thu NBA Swat (3 Entries Max),$60k,290.80,,11623,23529,Tournament,1,0,https://www.fanduel.com/entry/EUXBWMLDE,
S1189319183,nba,2017/03/30,$20K Thu NBA Swat (3 Entries Max),$60k,320.10,,2455,23529,Tournament,1,2.00,https://www.fanduel.com/entry/BGJUOEKNE,
S1189319150,nba,2017/03/30,$20K Thu NBA Swat (3 Entries Max),$60k,279.40,,15768,23529,Tournament,1,0,https://www.fanduel.com/entry/BWKXEIEAO,
S1189183225,mlb,2017/04/03,$150K Mon MLB Sac Fly ($150K Guaranteed),$35k,205.70,,1619,132782,Tournament,1,8.00,https://www.fanduel.com/entry/FENITSSLS,
S1189152530,mlb,2017/04/03,$150K Mon MLB Sac Fly ($150K Guaranteed),$35k,113.60,,84820,132782,Tournament,1,0,https://www.fanduel.com/entry/EPACRLJBT,
S1188920910,nba,2017/03/29,50/50 Contest ($1 - Top 50% Win) (Main),$60k,252.80,,96,100,Tournament,1,0,https://www.fanduel.com/entry/CMLZXTRDK,
S1188907492,nba,2017/03/29,50/50 Contest ($1 - Top 50% Win) (Main),$60k,252.80,,96,100,Tournament,1,0,https://www.fanduel.com/entry/BQNZARGQE,
S1188907424,nba,2017/03/29,50/50 Contest ($1 - Top 50% Win) (Main),$60k,252.80,,98,100,Tournament,1,0,https://www.fanduel.com/entry/DFEQBSCIM,
S1188907169,nba,2017/03/29,50/50 Contest ($1 - Top 50% Win) (Main),$60k,252.80,,98,100,Tournament,1,0,https://www.fanduel.com/entry/DTCCTLMBS,
S1188663647,nba,2017/03/29,$22K Wed NBA Chef's Cut: Cut to the Playoffs (Single Entry),$60k,306.50,,5830,25194,Tournament,1,0,https://www.fanduel.com/entry/BMGSXZQGM,
S1188663627,nba,2017/03/29,$250 NBA Mini Swat,$60k,252.80,,241,294,Tournament,1,0,https://www.fanduel.com/entry/BUVESSYYA,
S1188663587,nba,2017/03/29,$250 Chef's Cut: Cut to the NBA Playoffs (Single Entry),$60k,262.90,,209,294,Tournament,1,0,https://www.fanduel.com/entry/DCNCLAVSI,
S1188542605,mlb,2017/04/03,MLB tournament,$35k,,,0,,Cancelled,1,0,https://www.fanduel.com/entry/FAGCOAUAS, voided
S1188518144,mlb,2017/04/03,MLB tournament,$35k,,,0,,Cancelled,1,0,https://www.fanduel.com/entry/DFSNRCKFY, voided
S1188425219,nba,2017/03/28,$250 NBA Mini Swat,$60k,306.20,,119,294,Tournament,1,0,https://www.fanduel.com/entry/BBASZYXRG,
S1188068937,nba,2017/03/28,$25K Tue NBA Swat (3 Entries Max),$60k,316.30,,6859,29411,Tournament,1,0,https://www.fanduel.com/entry/CSWVTRLFD,
S1188068931,nba,2017/03/28,$25K Tue NBA Swat (3 Entries Max),$60k,292.30,,16032,29411,Tournament,1,0,https://www.fanduel.com/entry/AKLTRYJND,
S1188068928,nba,2017/03/28,$25K Tue NBA Swat (3 Entries Max),$60k,342.50,,1230,29411,Tournament,1,3.00,https://www.fanduel.com/entry/CHQWNOUYJ,
S1188043338,nba,2017/03/28,$20K Tue NBA Chef's Cut: Cut to the Playoffs (Single Entry),$60k,301.90,,9749,23529,Tournament,1,0,https://www.fanduel.com/entry/CHCYERKHE,
S1187442903,nba,2017/03/27,$20K Mon NBA Chef's Cut: Cut to the Playoffs (Single Entry),$60k,278.80,,12432,23529,Tournament,1,0,https://www.fanduel.com/entry/CXEBAVTOT,
S1187442889,nba,2017/03/27,$25K Mon NBA Swat (3 Entries Max),$60k,285.60,,12794,29411,Tournament,1,0,https://www.fanduel.com/entry/DZMXWLBEP,
S1187442851,nba,2017/03/27,$25K Mon NBA Swat (3 Entries Max),$60k,296.10,,9150,29411,Tournament,1,0,https://www.fanduel.com/entry/ALNNWQJAP,
S1186198137,nba,2017/03/24,50/50 Contest ($1 - Top 50% Win) (Main),$60k,222.90,,98,100,Tournament,1,0,https://www.fanduel.com/entry/BVWZEPJVQ,
S1186197919,nba,2017/03/24,50/50 Contest ($1 - Top 50% Win) (Main),$60k,222.90,,95,100,Tournament,1,0,https://www.fanduel.com/entry/AEAXBFYFU,
S1186038682,nba,2017/03/24,50/50 Contest ($1 - Top 50% Win) (Main),$60k,222.90,,98,100,Tournament,1,0,https://www.fanduel.com/entry/DKNQRCNGY,
S1186038591,nba,2017/03/24,50/50 Contest ($1 - Top 50% Win) (Main),$60k,222.90,,97,100,Tournament,1,0,https://www.fanduel.com/entry/DXXFVWZFC,
S1186038491,nba,2017/03/24,50/50 Contest ($1 - Top 50% Win) (Main),$60k,222.90,,95,100,Tournament,1,0,https://www.fanduel.com/entry/DZMYHXIYQ,
S1185885928,nba,2017/03/24,$20K Fri NBA Chef's Cut: Cut to the Playoffs (Single Entry),$60k,282.20,,12694,23529,Tournament,1,0,https://www.fanduel.com/entry/BJBGZDPTZ,
S1185885862,nba,2017/03/24,$25K Fri NBA Swat (3 Entries Max),$60k,287,,14554,29411,Tournament,1,0,https://www.fanduel.com/entry/BOYFINQWH,
S1185885836,nba,2017/03/24,$25K Fri NBA Swat (3 Entries Max),$60k,314.20,,7099,29411,Tournament,1,0,https://www.fanduel.com/entry/AYJFFWEJR,
S1185885562,nba,2017/03/24,$25K Fri NBA Swat (3 Entries Max),$60k,265,,21139,29411,Tournament,1,0,https://www.fanduel.com/entry/FBVUFCTPZ,
S1185332447,nba,2017/03/23,$20K Thu NBA Swat (3 Entries Max),$60k,260.50,,11544,23529,Tournament,1,0,https://www.fanduel.com/entry/BOKIQUPEP,
S1185332440,nba,2017/03/23,$20K Thu NBA Swat (3 Entries Max),$60k,273.90,,7071,23529,Tournament,1,0,https://www.fanduel.com/entry/BBOQYVICX,
S1185332410,nba,2017/03/23,$22K Thu NBA Chef's Cut: Cut to the Playoffs (Single Entry),$60k,273.90,,7928,25882,Tournament,1,0,https://www.fanduel.com/entry/CDJQHTDUX,
S1185093248,nba,2017/03/22,$1K Wed NBA Chef's Cut: Cut to the Playoffs (Single Entry),$60k,277.70,,317,1176,Tournament,1,0,https://www.fanduel.com/entry/AEAXAFVQD,
S1184802398,nba,2017/03/22,50/50 Contest ($1 - Top 50% Win) (Main),$60k,253.80,,82,100,Tournament,1,0,https://www.fanduel.com/entry/EPOASWWKP,
S1184802276,nba,2017/03/22,50/50 Contest ($1 - Top 50% Win) (Main),$60k,253.80,,77,100,Tournament,1,0,https://www.fanduel.com/entry/CASCVGARB,
S1184802199,nba,2017/03/22,50/50 Contest ($1 - Top 50% Win) (Main),$60k,253.80,,77,100,Tournament,1,0,https://www.fanduel.com/entry/CTYQIZIVR,
S1184727590,nba,2017/03/22,50/50 Contest ($1 - Top 50% Win) (Main),$60k,253.80,,66,100,Tournament,1,0,https://www.fanduel.com/entry/AIIDOGAPO,
S1184727569,nba,2017/03/22,50/50 Contest ($1 - Top 50% Win) (Main),$60k,253.80,,75,100,Tournament,1,0,https://www.fanduel.com/entry/AIWBAXMNK,
S1184727500,nba,2017/03/22,50/50 Contest ($1 - Top 50% Win) (Main),$60k,253.80,,68,100,Tournament,1,0,https://www.fanduel.com/entry/BTFMJPEAM,
S1184726662,nba,2017/03/22,$22K Wed NBA Chef's Cut: Cut to the Playoffs (Single Entry),$60k,289.80,,2492,25882,Tournament,1,2.00,https://www.fanduel.com/entry/CISRNIXNG,
S1184726607,nba,2017/03/22,$25K Wed NBA Swat (3 Entries Max),$60k,321.50,,284,29411,Tournament,1,8.00,https://www.fanduel.com/entry/DGUILVZRO,
S1184726569,nba,2017/03/22,$25K Wed NBA Swat (3 Entries Max),$60k,258.10,,12938,29411,Tournament,1,0,https://www.fanduel.com/entry/BQNYYNIIM,
S1184275564,nba,2017/03/21,$25K Tue NBA Swat (3 Entries Max),$60k,282.20,,10152,29411,Tournament,1,0,https://www.fanduel.com/entry/FAUAEWJHZ,
S1184234613,nba,2017/03/21,50/50 Contest ($1 - Top 50% Win) (Main),$60k,282.20,,28,100,Tournament,1,1.80,https://www.fanduel.com/entry/EGLRDOZPC,
S1184234401,nba,2017/03/21,50/50 Contest ($1 - Top 50% Win) (Main),$60k,282.20,,29,100,Tournament,1,1.80,https://www.fanduel.com/entry/EUJDVMCGY,
S1184234310,nba,2017/03/21,50/50 Contest ($1 - Top 50% Win) (Main),$60k,282.20,,26,100,Tournament,1,1.80,https://www.fanduel.com/entry/BGXRMMZMQ,
S1184233626,nba,2017/03/21,NBA tournament,$60k,,,0,,Cancelled,1,0,https://www.fanduel.com/entry/DXXFJSAPG, voided
S1184172323,nba,2017/03/21,50/50 Contest ($1 - Top 50% Win) (Main),$60k,282.20,,32,100,Tournament,1,1.80,https://www.fanduel.com/entry/CVAKUGVSV,
S1184172176,nba,2017/03/21,50/50 Contest ($1 - Top 50% Win) (Main),$60k,282.20,,29,100,Tournament,1,1.80,https://www.fanduel.com/entry/ERRQDRACB,
S1184168114,nba,2017/03/21,50/50 Contest ($1 - Top 50% Win) (Main),$60k,282.20,,23,100,Tournament,1,1.80,https://www.fanduel.com/entry/DGGKHGLLD,
S1184035778,nba,2017/03/21,$20K Tue NBA Dribbler (Single Entry),$60k,267.40,,12461,23529,Tournament,1,0,https://www.fanduel.com/entry/CLKEDTUXB,
S1184035767,nba,2017/03/21,$25K Tue NBA Swat (3 Entries Max),$60k,256.40,,19533,29411,Tournament,1,0,https://www.fanduel.com/entry/BZCKCQDFB,
S1184035733,nba,2017/03/21,$25K Tue NBA Swat (3 Entries Max),$60k,267.40,,15428,29411,Tournament,1,0,https://www.fanduel.com/entry/DPITPRIQX,
S1183669006,nba,2017/03/20,50/50 Contest ($1 - Top 50% Win) (Main),$60k,301.30,,18,100,Tournament,1,1.80,https://www.fanduel.com/entry/BYONMAXCE,
S1183668937,nba,2017/03/20,50/50 Contest ($1 - Top 50% Win) (Main),$60k,301.30,,19,100,Tournament,1,1.80,https://www.fanduel.com/entry/FGQYYDRTK,
S1183668671,nba,2017/03/20,50/50 Contest ($1 - Top 50% Win) (Main),$60k,301.30,,15,100,Tournament,1,1.80,https://www.fanduel.com/entry/EJDFNELEQ,
S1183446260,nba,2017/03/20,$25K Mon NBA Dribbler (Single Entry),$60k,278.40,,13544,29411,Tournament,1,0,https://www.fanduel.com/entry/BWYUDUOPC,
S1183446217,nba,2017/03/20,$25K Mon NBA Swat (3 Entries Max),$60k,306.70,,4453,29411,Tournament,1,2.00,https://www.fanduel.com/entry/APUTYEDSQ,
S1183446190,nba,2017/03/20,$25K Mon NBA Swat (3 Entries Max),$60k,278.40,,13279,29411,Tournament,1,0,https://www.fanduel.com/entry/FGQYCBLYM,
S1183003692,nba,2017/03/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,230.80,,93,100,Tournament,1,0,https://www.fanduel.com/entry/FFBFGSSRN,
S1183003539,nba,2017/03/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,230.80,,97,100,Tournament,1,0,https://www.fanduel.com/entry/EDGFXUWZN,
S1183003388,nba,2017/03/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,230.80,,94,100,Tournament,1,0,https://www.fanduel.com/entry/AWTMTOIPZ,
S1182914723,nba,2017/03/19,$20K Sun NBA Dribbler (Single Entry),$60k,288.20,,2805,23529,Tournament,1,2.00,https://www.fanduel.com/entry/DOUWGWOIA,
S1182914680,nba,2017/03/19,$20K Sun NBA Swat (3 Entries Max),$60k,230.80,,21098,23529,Tournament,1,0,https://www.fanduel.com/entry/BPMDMSAEA,
S1182914562,nba,2017/03/19,$20K Sun NBA Swat (3 Entries Max),$60k,288.20,,2667,23529,Tournament,1,2.00,https://www.fanduel.com/entry/ANREDXXKQ,
S1182654741,nba,2017/03/18,$25K Sat NBA Swat (3 Entries Max),$60k,270.80,,1853,29411,Tournament,1,3.00,https://www.fanduel.com/entry/AMBLQINGU,
S1182354739,nba,2017/03/18,50/50 Contest ($1 - Top 50% Win) (Main),$60k,258.90,,13,100,Tournament,1,1.80,https://www.fanduel.com/entry/AIIDWKOPS,
S1182354694,nba,2017/03/18,50/50 Contest ($1 - Top 50% Win) (Main),$60k,258.90,,15,100,Tournament,1,1.80,https://www.fanduel.com/entry/BNWLPWWUA,
S1182348156,nba,2017/03/18,50/50 Contest ($1 - Top 50% Win) (Main),$60k,258.90,,12,100,Tournament,1,1.80,https://www.fanduel.com/entry/FGQXSTCLD,
S1182189733,nba,2017/03/18,$25K Sat NBA Swat (3 Entries Max),$60k,283.50,,589,29411,Tournament,1,5.00,https://www.fanduel.com/entry/BMGSMCDQH,
S1182189720,nba,2017/03/18,$20K Sat NBA Dribbler (Single Entry),$60k,283.50,,438,20758,Tournament,1,5.00,https://www.fanduel.com/entry/EIBJSTKFB,
S1182189706,nba,2017/03/18,$25K Sat NBA Swat (3 Entries Max),$60k,258.90,,4211,29411,Tournament,1,2.00,https://www.fanduel.com/entry/CYFWBTRTJ,
S1181851723,nba,2017/03/17,50/50 Contest ($1 - Top 50% Win) (Main),$60k,305.10,,26,100,Tournament,1,1.80,https://www.fanduel.com/entry/BZCKOVBSI,
S1181851520,nba,2017/03/17,50/50 Contest ($1 - Top 50% Win) (Main),$60k,305.10,,28,100,Tournament,1,1.80,https://www.fanduel.com/entry/EXOPGVPWI,
S1181758002,nba,2017/03/17,50/50 Contest ($1 - Top 50% Win) (Main),$60k,305.10,,16,100,Tournament,1,1.80,https://www.fanduel.com/entry/DTCBMTIEK,
S1181757958,nba,2017/03/17,50/50 Contest ($1 - Top 50% Win) (Main),$60k,305.10,,25,100,Tournament,1,1.80,https://www.fanduel.com/entry/BSRNTFWES,
S1181757460,nba,2017/03/17,50/50 Contest ($1 - Top 50% Win) (Main),$60k,305.10,,24,100,Tournament,1,1.80,https://www.fanduel.com/entry/DDOWJOMMC,
S1181587830,nba,2017/03/17,$20K Fri NBA Dribbler (Single Entry),$60k,313.90,,1323,23529,Tournament,1,3.00,https://www.fanduel.com/entry/EYCMUNEKY,
S1181587816,nba,2017/03/17,$25K Fri NBA Swat (3 Entries Max),$60k,305.10,,3052,29411,Tournament,1,2.00,https://www.fanduel.com/entry/APGWYRSYU,
S1181587778,nba,2017/03/17,$25K Fri NBA Swat (3 Entries Max),$60k,313.90,,1602,29411,Tournament,1,3.00,https://www.fanduel.com/entry/CCVTANJUA,
S1181381409,nba,2017/03/16,50/50 Contest ($1 - Top 50% Win) (Main),$60k,275.50,,48,100,Tournament,1,1.80,https://www.fanduel.com/entry/DSOFBTMZV,
S1181379853,nba,2017/03/16,$250 NBA Mini Dribbler (Single Entry),$60k,297.90,,35,294,Tournament,1,2.50,https://www.fanduel.com/entry/FFBGEYWSL,
S1181354704,nba,2017/03/16,50/50 Contest ($1 - Top 50% Win) (Main),$60k,275.50,,44,100,Tournament,1,1.80,https://www.fanduel.com/entry/BFVWGZSZW,
S1181354593,nba,2017/03/16,50/50 Contest ($1 - Top 50% Win) (Main),$60k,275.50,,41,100,Tournament,1,1.80,https://www.fanduel.com/entry/DOGYILIUQ,
S1181354520,nba,2017/03/16,50/50 Contest ($1 - Top 50% Win) (Main),$60k,275.50,,44,100,Tournament,1,1.80,https://www.fanduel.com/entry/DECUBRQJO,
S1181354241,nba,2017/03/16,50/50 Contest ($1 - Top 50% Win) (Main),$60k,275.50,,43,100,Tournament,1,1.80,https://www.fanduel.com/entry/EXARAJPHW,
S1181100469,nba,2017/03/16,$22K Thu NBA Dribbler (Single Entry),$60k,243.60,,20017,25882,Tournament,1,0,https://www.fanduel.com/entry/DFSMJCRVW,
S1181100361,nba,2017/03/16,$25K Thu NBA Swat (3 Entries Max),$60k,243.60,,22399,29411,Tournament,1,0,https://www.fanduel.com/entry/AEAWTMPAQ,
S1180573395,nba,2017/03/15,50/50 Contest ($1 - Top 50% Win) (Main),$60k,324.70,,3,100,Tournament,1,1.80,https://www.fanduel.com/entry/DWVKFBDQA,
S1180573323,nba,2017/03/15,50/50 Contest ($1 - Top 50% Win) (Main),$60k,324.70,,1,100,Tournament,1,1.80,https://www.fanduel.com/entry/DCNBRNSTW,
S1180573053,nba,2017/03/15,$25K Wed NBA Swat (3 Entries Max),$60k,300.70,,3400,29411,Tournament,1,2.00,https://www.fanduel.com/entry/BQAAPAZUI,
S1180563203,nba,2017/03/15,50/50 Contest ($1 - Top 50% Win) (Main),$60k,324.70,,5,100,Tournament,1,1.80,https://www.fanduel.com/entry/BTFLSUXEA,
S1180563159,nba,2017/03/15,50/50 Contest ($1 - Top 50% Win) (Main),$60k,324.70,,6,100,Tournament,1,1.80,https://www.fanduel.com/entry/EUXBIZXTS,
S1180561543,nba,2017/03/15,50/50 Contest ($1 - Top 50% Win) (Main),$60k,324.70,,3,100,Tournament,1,1.80,https://www.fanduel.com/entry/BHZMJKNDC,
S1180558148,nba,2017/03/15,$20K Wed NBA Dribbler (Single Entry),$60k,314.70,,1293,23529,Tournament,1,3.00,https://www.fanduel.com/entry/FCXPTYJLS,
S1180557697,nba,2017/03/15,$25K Wed NBA Swat (3 Entries Max),$60k,314.70,,1588,29411,Tournament,1,3.00,https://www.fanduel.com/entry/CLYBXLZCE,
S1180149161,nba,2017/03/14,$250 NBA Mini Dribbler (Single Entry),$60k,288.10,,13,294,Tournament,1,4.00,https://www.fanduel.com/entry/EKSXOHKWG,
S1180146828,nba,2017/03/14,$20K Tue NBA Dribbler (Single Entry),$60k,255.80,,8115,23529,Tournament,1,0,https://www.fanduel.com/entry/BWYUQVWQC,
S1180003363,nba,2017/03/14,50/50 Contest ($1 - Top 50% Win) (Main),$60k,286.70,,4,100,Tournament,1,1.80,https://www.fanduel.com/entry/CKIJXXZSM,
S1180003153,nba,2017/03/14,50/50 Contest ($1 - Top 50% Win) (Main),$60k,286.70,,6,100,Tournament,1,1.80,https://www.fanduel.com/entry/DQYMQWYRC,
S1180002971,nba,2017/03/14,50/50 Contest ($1 - Top 50% Win) (Main),$60k,286.70,,2,100,Tournament,1,1.80,https://www.fanduel.com/entry/DGGKXLUIE,
S1179958795,nba,2017/03/14,50/50 Contest ($1 - Top 50% Win) (Main),$60k,286.70,,3,100,Tournament,1,1.80,https://www.fanduel.com/entry/EQPVTNIND,
S1179904363,nba,2017/03/14,$25K Tue NBA Swat (3 Entries Max),$60k,255.80,,9977,29411,Tournament,1,0,https://www.fanduel.com/entry/BKQZVQEKK,
S1179902738,nba,2017/03/14,$25K Tue NBA Swat (3 Entries Max),$60k,251.80,,11705,29411,Tournament,1,0,https://www.fanduel.com/entry/CDJQCLENU,
